course_code,soft_prereq,catalog_prereq_raw,soft_prereq_major_restriction,soft_prereq_instructor_consent,soft_prereq_admitted_program,soft_prereq_college_restriction,soft_prereq_program_progress_requirement,soft_prereq_standing_requirement,soft_prereq_placement_required,soft_prereq_minimum_grade,soft_prereq_minimum_gpa,soft_prereq_may_be_concurrent,soft_prereq_other_requirements,soft_prereq_complex_hard_prereq,notes
ARBC 1002,,ARBC 1001.,,,,,,,,,,,,,
ARBC 2001,placement_required,ARBC 1002; or by departmental placement.,,,,,,,or by departmental placement,,,,,,ARBC 1002; or by departmental placement.
ARBC 2002,placement_required,ARBC 2001; or by departmental placement.,,,,,,,or by departmental placement,,,,,,ARBC 2001; or by departmental placement.
ARBC 3001,instructor_consent,ARBC 2002 or cons. of dept.,,ARBC 2002 or cons. of dept,,,,,,,,,,,ARBC 2002 or cons. of dept.
ARBC 3002,instructor_consent,ARBC 2002 or cons. of dept.,,ARBC 2002 or cons. of dept,,,,,,,,,,,ARBC 2002 or cons. of dept.
ARBC 3200,,,,,,,,,,,,,,,
ARBC 3210,,,,,,,,,,,,,,,
ARBC 3220,,,,,,,,,,,,,,,
ARBC 3705,instructor_consent,ARBC 3001 or cons. of dept.,,ARBC 3001 or cons. of dept,,,,,,,,,,,ARBC 3001 or cons. of dept.
ARBC 3800,,,,,,,,,,,,,,,
ARSC 1020,,,,,,,,,,,,,,,
ARSC 1021,,,,,,,,,,,,,,,
ARSC 1953,major_restriction;college_restriction,Restricted to first-year students in the Klingler College of Arts and Sciences.,Restricted to first-year students in the Klingler College of Arts and Sciences,,,Restricted to first-year students in the Klingler College of Arts and Sciences,,,,,,,,,Restricted to first-year students in the Klingler College of Arts and Sciences.
ARSC 1962,standing_requirement,PHIL 1001 or THEO 1001; and soph. stndg.,,,,,,and soph. stndg,,,,,,,PHIL 1001 or THEO 1001; and soph. stndg.
ARSC 1963,other_requirements,First year Pre-law Scholar.,,,,,,,,,,,First year Pre-law Scholar,,
ARSC 2000,,,,,,,,,,,,,,,
ARSC 2931,,,,,,,,,,,,,,,
ARSC 3370,admitted_program,Enrolled in the Les Aspin Center for Government program.,,,Enrolled in the Les Aspin Center for Government program,,,,,,,,,,Enrolled in the Les Aspin Center for Government program.
ARSC 3986,instructor_consent;standing_requirement;placement_required,Jr. stndg. or cons. of instr.; and preapproval of internship placement and cons. of internship coordinator. Consent required.,,Jr. stndg. or cons. of instr; and preapproval of internship placement and cons. of internship coordinator; Consent required,,,,Jr. stndg. or cons. of instr,and preapproval of internship placement and cons. of internship coordinator,,,,,,Jr. stndg. or cons. of instr.; and preapproval of internship placement and cons. of internship coordinator. Consent required.
ARSC 3987,instructor_consent;standing_requirement;placement_required,"Jr. stndg., ARSC 3986 or cons. of instr.; and preapproval of internship placement and cons. of internship coordinator. Consent required.",,"Jr. stndg., ARSC 3986 or cons. of instr; and preapproval of internship placement and cons. of internship coordinator; Consent required",,,,"Jr. stndg., ARSC 3986 or cons. of instr",and preapproval of internship placement and cons. of internship coordinator,,,,,,"Jr. stndg., ARSC 3986 or cons. of instr.; and preapproval of internship placement and cons. of internship coordinator. Consent required."
ARSC 3989,instructor_consent;standing_requirement,"Jr. stndg., cons. of internship coordinator. Consent required.",,"Jr. stndg., cons. of internship coordinator; Consent required",,,,"Jr. stndg., cons. of internship coordinator",,,,,,,"Jr. stndg., cons. of internship coordinator. Consent required."
ARSC 4931,instructor_consent,cons. of prog. dir.,,cons. of prog. dir,,,,,,,,,,,cons. of prog. dir.
ARSC 4952,college_restriction;standing_requirement,Enrollment in College of Arts and Science and Jr. stndg.,,,,Enrollment in College of Arts and Science and Jr. stndg,,Enrollment in College of Arts and Science and Jr. stndg,,,,,,,Enrollment in College of Arts and Science and Jr. stndg.
ARSC 4953,instructor_consent,Cons. of prog. dir.,,Cons. of prog. dir,,,,,,,,,,,Cons. of prog. dir.
ARSC 4987,instructor_consent;standing_requirement;other_requirements,"Jr. stndg., ARSC 3987 or cons. of instr.; and preapproval of internship coordinator. Consent required.",,"Jr. stndg., ARSC 3987 or cons. of instr; Consent required",,,,"Jr. stndg., ARSC 3987 or cons. of instr",,,,,and preapproval of internship coordinator,,"Jr. stndg., ARSC 3987 or cons. of instr.; and preapproval of internship coordinator. Consent required."
ARSC 4988,instructor_consent;placement_required,Preapproval of internship placement and cons. of internship coordinator. Consent required.,,Preapproval of internship placement and cons. of internship coordinator; Consent required,,,,,Preapproval of internship placement and cons. of internship coordinator,,,,,,Preapproval of internship placement and cons. of internship coordinator. Consent required.
ARSC 4989,instructor_consent;standing_requirement,"Jr. stndg., ARSC 3989 or equivalent department course, cons. of internship coordinator. Consent required.",,"Jr. stndg., ARSC 3989 or equivalent department course, cons. of internship coordinator; Consent required",,,,"Jr. stndg., ARSC 3989 or equivalent department course, cons. of internship coordinator",,,,,,,"Jr. stndg., ARSC 3989 or equivalent department course, cons. of internship coordinator. Consent required."
ARSC 9007,,,,,,,,,,,,,,,
ASLA 1001,,,,,,,,,,,,,,,
ASLA 1002,instructor_consent,ASLA 1001; or cons. of dept. ch.,,or cons. of dept. ch,,,,,,,,,,,ASLA 1001; or cons. of dept. ch.
ASLA 1003,,,,,,,,,,,,,,,
ASLA 2001,instructor_consent,ASLA 1002 or cons. of dept.,,ASLA 1002 or cons. of dept,,,,,,,,,,,ASLA 1002 or cons. of dept.
ASLA 2002,,ASLA 2001.,,,,,,,,,,,,,
ASLA 3200,instructor_consent,ASLA 2002 or consent of dept.,,ASLA 2002 or consent of dept,,,,,,,,,,,ASLA 2002 or consent of dept.
ATTR 1100,major_restriction;instructor_consent,EXPH major; or cons. of instr.,EXPH major,or cons. of instr,,,,,,,,,,,EXPH major; or cons. of instr.
ATTR 7110,other_requirements,Enrollment in MATR program.,,,,,,,,,,,Enrollment in MATR program,,
ATTR 7115,other_requirements,Enrollment in MATR program.,,,,,,,,,,,Enrollment in MATR program,,
ATTR 7120,admitted_program,Enrolled in MAT program.,,,Enrolled in MAT program,,,,,,,,,,Enrolled in MAT program.
ATTR 7122,other_requirements,ATTR 7115; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7135,other_requirements,Enrollment in MATR program.,,,,,,,,,,,Enrollment in MATR program,,
ATTR 7230,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7231,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7232,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7260,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7261,other_requirements,ATTR 7230; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7262,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7270,other_requirements,ATTR 7115; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7289,other_requirements,EXPH 4189; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7470,other_requirements,ATTR 7115; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7471,other_requirements,ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7480,other_requirements,ATTR 7115; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7570,other_requirements,ATTR 7115; and ATTR 7135 or BISC 7130; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7887,other_requirements,Enrollment in MATR program.,,,,,,,,,,,Enrollment in MATR program,,
ATTR 7964,other_requirements,Enrollment in MATR program.,,,,,,,,,,,Enrollment in MATR program,,
ATTR 7966,other_requirements,ATTR 7964; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7968,other_requirements,ATTR 7964; ATTR7966; enrollment in MATR program.,,,,,,,,,,,ATTR7966; enrollment in MATR program,,
ATTR 7970,other_requirements,ATTR 7964; ATTR7966; ATTR 7968; enrollment in MATR program.,,,,,,,,,,,ATTR7966; enrollment in MATR program,,
ATTR 7972,other_requirements,ATTR 7964; ATTR 7966; ATTR 7968; ATTR 7970; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7974,other_requirements,ATTR 7964; ATTR 7966; ATTR 7968; ATTR 7970; ATTR 7972; enrollment in MATR program.,,,,,,,,,,,enrollment in MATR program,,
ATTR 7976,minimum_grade;may_be_concurrent,Completion of all MATR course work with a C or better (S for all S/U courses). May be taken concurrently with ATTR 7997.,,,,,,,,Completion of all MATR course work with a C or better (S for all S/U courses),,May be taken concurrently with ATTR 7997,,,Completion of all MATR course work with a C or better (S for all S/U courses). May be taken concurrently with ATTR 7997.
ATTR 7995,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
ATTR 7997,instructor_consent;minimum_grade,Completion of all MATR course work with a C or better (S for all S/U courses); cons. of MATR director. Consent required.,,cons. of MATR director; Consent required,,,,,,Completion of all MATR course work with a C or better (S for all S/U courses),,,,,Completion of all MATR course work with a C or better (S for all S/U courses); cons. of MATR director. Consent required.
BIEN 1100,college_restriction,Enrolled in the Opus College of Engineering.,,,,Enrolled in the Opus College of Engineering,,,,,,,,,Enrolled in the Opus College of Engineering.
BIEN 1110,college_restriction,"BIEN 1100, CEEN 1200, EECE 1200, or GEEN 1200; enrollment in the Opus College of Engineering.",,,,enrollment in the Opus College of Engineering,,,,,,,,,"BIEN 1100, CEEN 1200, EECE 1200, or GEEN 1200; enrollment in the Opus College of Engineering."
BIEN 1120,may_be_concurrent,"BIEN 1100, which may be taken concurrently.",,,,,,,,,,"BIEN 1100, which may be taken concurrently",,,"BIEN 1100, which may be taken concurrently."
BIEN 2100,,MATH 1450.,,,,,,,,,,,,,
BIEN 2200,college_restriction,Enrolled in Opus College of Engineering.,,,,Enrolled in Opus College of Engineering,,,,,,,,,Enrolled in Opus College of Engineering.
BIEN 2300,college_restriction,PHYS 1004 or PHYS 1014. Enrolled in the Opus College of Engineering.,,,,Enrolled in the Opus College of Engineering,,,,,,,,,PHYS 1004 or PHYS 1014. Enrolled in the Opus College of Engineering.
BIEN 3200,other_requirements,BIEN 1120 or equiv.,,,,,,,,,,,BIEN 1120 or equiv,,
BIEN 3300,minimum_grade;complex_hard_prereq,One of the following: ELEN 2020 with minimum grade of C and MATH 2451; or BIEN 2300 with minimum grade of C and MATH 2451; or ELEN 2020 with minimum grade of C and MATH 2455; or BIEN 2300 with minimum grade of C and MATH 2455. BIEN 1120 or concurrent enrollment.,,,,,,,,One of the following: ELEN 2020 with minimum grade of C and MATH 2451; or BIEN 2300 with minimum grade of C and MATH 2451; or ELEN 2020 with minimum grade of C and MATH 2455; or BIEN 2300 with minimum grade of C and MATH 2455,,BIEN 1120 or concurrent enrollment,,One of the following: ELEN 2020 with minimum grade of C and MATH 2451; or BIEN 2300 with minimum grade of C and MATH 2451; or ELEN 2020 with minimum grade of C and MATH 2455; or BIEN 2300 with minimum grade of C and MATH 2455. BIEN 1120 or concurrent enrollment.,One of the following: ELEN 2020 with minimum grade of C and MATH 2451; or BIEN 2300 with minimum grade of C and MATH 2451; or ELEN 2020 with minimum grade of C and MATH 2455; or BIEN 2300 with minimum grade of C and MATH 2455. BIEN 1120 or concurrent enrollment.
BIEN 3310,,BIEN 3300.,,,,,,,,,,,,,
BIEN 3400,major_restriction;instructor_consent;standing_requirement,BIEN major and Jr. stndg; or cons. of instr.,BIEN major and Jr. stndg,or cons. of instr,,,,BIEN major and Jr. stndg,,,,,,,BIEN major and Jr. stndg; or cons. of instr.
BIEN 4220,,BIEN 2300.,,,,,,,,,,,,,
BIEN 4280,,"BIEN 2300, BIEN 3300 and BIEN 4220.",,,,,,,,,,,,,
BIEN 4290,,BIEN 4280.,,,,,,,,,,,,,
BIEN 4320,may_be_concurrent,"BIEN 2300 or ELEN 2020; and BIEN 3300, which may be taken concurrently.",,,,,,,,,,"and BIEN 3300, which may be taken concurrently",,,"BIEN 2300 or ELEN 2020; and BIEN 3300, which may be taken concurrently."
BIEN 4380,,"EECE 2015, EECE 2035, ELEN 3030.",,,,,,,,,,,,,
BIEN 4390,,BIEN 4380 and EECE 3015.,,,,,,,,,,,,,
BIEN 4400,instructor_consent;standing_requirement,"Jr. stndg. and PHYS 1003, or cons. of instr.",,"Jr. stndg. and PHYS 1003, or cons. of instr",,,,"Jr. stndg. and PHYS 1003, or cons. of instr",,,,,,,"Jr. stndg. and PHYS 1003, or cons. of instr."
BIEN 4410,standing_requirement;complex_hard_prereq,"Sr. stndg., BIEN 1110 and GEEN 2130; or Sr. stndg., GEEN 1210, and GEEN 2130.",,,,,,"Sr. stndg., BIEN 1110 and GEEN 2130; or Sr. stndg., GEEN 1210, and GEEN 2130",,,,,,"Sr. stndg., BIEN 1110 and GEEN 2130; or Sr. stndg., GEEN 1210, and GEEN 2130.","Sr. stndg., BIEN 1110 and GEEN 2130; or Sr. stndg., GEEN 1210, and GEEN 2130."
BIEN 4420,other_requirements,MEEN 2460 or equiv.,,,,,,,,,,,MEEN 2460 or equiv,,
BIEN 4430,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
BIEN 4480,,"BIEN 2300, GEEN 2120, and GEEN 2130.",,,,,,,,,,,,,
BIEN 4490,,BIEN 4480.,,,,,,,,,,,,,
BIEN 4500,,PHYS 1004 or PHYS 1014.,,,,,,,,,,,,,
BIEN 4510,instructor_consent;other_requirements,MATH 1450 and MATH 1451 or MATH 1455; knowledge of C programming; or cons. of instr.,,or cons. of instr,,,,,,,,,knowledge of C programming,,MATH 1450 and MATH 1451 or MATH 1455; knowledge of C programming; or cons. of instr.
BIEN 4520,,"PHYS 1004, BIEN 4320.",,,,,,,,,,,,,
BIEN 4600,other_requirements,PHYS 1004 or PHYS 1014; programming experience in MATLAB or equiv.,,,,,,,,,,,programming experience in MATLAB or equiv,,
BIEN 4610,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
BIEN 4620,other_requirements,BIEN 2300 or equiv.,,,,,,,,,,,BIEN 2300 or equiv,,
BIEN 4700,standing_requirement,BIOL 1001 and Jr. stndg.,,,,,,BIOL 1001 and Jr. stndg,,,,,,,BIOL 1001 and Jr. stndg.
BIEN 4710,standing_requirement;complex_hard_prereq,Jr. stndg. and MATH 2451; or jr. stndg. and MATH 2455.,,,,,,Jr. stndg. and MATH 2451; or jr. stndg. and MATH 2455,,,,,,Jr. stndg. and MATH 2451; or jr. stndg. and MATH 2455.,Jr. stndg. and MATH 2451; or jr. stndg. and MATH 2455.
BIEN 4720,instructor_consent;may_be_concurrent,"BIEN 4700, which may be taken concurrently, or equiv.; and BIEN 4400, which may be taken concurrently, or equiv.; or cons. of instr.",,or cons. of instr,,,,,,,,"BIEN 4700, which may be taken concurrently, or equiv; and BIEN 4400, which may be taken concurrently, or equiv",,,"BIEN 4700, which may be taken concurrently, or equiv.; and BIEN 4400, which may be taken concurrently, or equiv.; or cons. of instr."
BIEN 4920,standing_requirement;other_requirements,"Sr. stndg.; co-op students, jr. stndg. Cross-listed with COEN 4920, ELEN 4920 and MEEN 4920.",,,,,,"Sr. stndg; co-op students, jr. stndg",,,,,"Cross-listed with COEN 4920, ELEN 4920 and MEEN 4920",,"Sr. stndg.; co-op students, jr. stndg. Cross-listed with COEN 4920, ELEN 4920 and MEEN 4920."
BIEN 4931,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
BIEN 4995,instructor_consent;standing_requirement;minimum_gpa,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch.; or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required.",,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; Consent required",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch.; or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required."
BIEN 4998,other_requirements,"BIEN 4920. Cross-listed with COEN 4998, ELEN 4998 and MEEN 4998.",,,,,,,,,,,"Cross-listed with COEN 4998, ELEN 4998 and MEEN 4998",,
BIEN 4999,instructor_consent;minimum_gpa,"MU GPA greater than or equal to 3.5, BIEN 4995, cons. of dept. ch. Consent required.",,"MU GPA greater than or equal to 3.5, BIEN 4995, cons. of dept. ch; Consent required",,,,,,,"MU GPA greater than or equal to 3.5, BIEN 4995, cons. of dept. ch",,,,"MU GPA greater than or equal to 3.5, BIEN 4995, cons. of dept. ch. Consent required."
BIEN 5220,,,,,,,,,,,,,,,
BIEN 5320,,,,,,,,,,,,,,,
BIEN 5400,,,,,,,,,,,,,,,
BIEN 5410,,,,,,,,,,,,,,,
BIEN 5420,,MEEN 2460 or equivalent.,,,,,,,,,,,,,
BIEN 5430,,,,,,,,,,,,,,,
BIEN 5500,,,,,,,,,,,,,,,
BIEN 5510,,,,,,,,,,,,,,,
BIEN 5520,instructor_consent,"Physics, analog circuits, or cons. of instr.",,"Physics, analog circuits, or cons. of instr",,,,,,,,,,,"Physics, analog circuits, or cons. of instr."
BIEN 5600,,,,,,,,,,,,,,,
BIEN 5610,,,,,,,,,,,,,,,
BIEN 5620,,,,,,,,,,,,,,,
BIEN 5700,,,,,,,,,,,,,,,
BIEN 5710,,,,,,,,,,,,,,,
BIEN 5720,,,,,,,,,,,,,,,
BIEN 5931,,,,,,,,,,,,,,,
BIEN 6120,other_requirements,GEEN 2130; and matrix/linear algebra or equiv.,,,,,,,,,,,and matrix/linear algebra or equiv,,
BIEN 6121,other_requirements;complex_hard_prereq,BIEN 6120; or CEEN 6120 or equiv.,,,,,,,,,,,or CEEN 6120 or equiv,BIEN 6120; or CEEN 6120 or equiv.,BIEN 6120; or CEEN 6120 or equiv.
BIEN 6200,other_requirements,MATH 2451; and proficiency in C or FORTRAN.,,,,,,,,,,,and proficiency in C or FORTRAN,,
BIEN 6210,other_requirements,BIEN 6200 or equiv.; knowledge of C or FORTRAN.,,,,,,,,,,,BIEN 6200 or equiv; knowledge of C or FORTRAN,,
BIEN 6300,other_requirements;complex_hard_prereq,BIEN 5700; or BIEN 5320; and high level computer language or equiv.,,,,,,,,,,,and high level computer language or equiv,BIEN 5700; or BIEN 5320; and high level computer language or equiv.,BIEN 5700; or BIEN 5320; and high level computer language or equiv.
BIEN 6301,,,,,,,,,,,,,,,
BIEN 6302,instructor_consent,BIEN 6301. Consent required.,,Consent required,,,,,,,,,,,BIEN 6301. Consent required.
BIEN 6420,,BIEN 5420.,,,,,,,,,,,,,
BIEN 6430,,BIEN 5430 recommended.,,,,,,,,,,,,,
BIEN 6440,,,,,,,,,,,,,,,
BIEN 6450,,GEEN 2120 and GEEN 2130.,,,,,,,,,,,,,
BIEN 6451,,BIEN 6450.,,,,,,,,,,,,,
BIEN 6500,,,,,,,,,,,,,,,
BIEN 6600,instructor_consent;may_be_concurrent,BIEN 3300 which may be taken concurrently or equiv.; or cons. of instr.,,or cons. of instr,,,,,,,,BIEN 3300 which may be taken concurrently or equiv,,,BIEN 3300 which may be taken concurrently or equiv.; or cons. of instr.
BIEN 6610,may_be_concurrent,BIEN 5700 which may be taken concurrently; and PHYS 1004.,,,,,,,,,,BIEN 5700 which may be taken concurrently,,,BIEN 5700 which may be taken concurrently; and PHYS 1004.
BIEN 6620,,BIEN 5710 and BIEN 5700.,,,,,,,,,,,,,
BIEN 6700,,BIEN 5710.,,,,,,,,,,,,,
BIEN 6710,,,,,,,,,,,,,,,
BIEN 6931,,,,,,,,,,,,,,,
BIEN 6932,,,,,,,,,,,,,,,
BIEN 6947,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
BIEN 6953,,,,,,,,,,,,,,,
BIEN 6954,,,,,,,,,,,,,,,
BIEN 6960,,,,,,,,,,,,,,,
BIEN 6995,instructor_consent,Cons. of instr. and cons. of dept. ch. Consent required.,,Cons. of instr. and cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of instr. and cons. of dept. ch. Consent required.
BIEN 6999,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
BIEN 8995,instructor_consent,Cons. of instr. and cons. of dept. ch.,,Cons. of instr. and cons. of dept. ch,,,,,,,,,,,Cons. of instr. and cons. of dept. ch.
BIEN 8999,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
BIEN 9002,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9970,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9974,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9975,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9976,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9984,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9985,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
BIEN 9986,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
